City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
407,Keti Bandar,PK,84.13,clear sky,24.1447,67.4497,Haji laloo memon house
409,Kadoma,JP,75.18,broken clouds,34.7333,135.5833,Hotel Agora Osaka Moriguchi
410,Tiarei,PF,84.22,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
411,Kuah,MY,78.78,scattered clouds,6.3265,99.8432,Azio Hotel
413,Ranong,TH,85.93,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
421,Cimitarra,CO,76.39,overcast clouds,6.3142,-73.9497,HOTEL CARARE PLAZA
425,Acapulco,MX,80.42,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
429,Karratha,AU,79.63,scattered clouds,-20.7377,116.8463,ibis Styles Karratha
430,Abu Dhabi,AE,81.97,clear sky,24.4667,54.3667,Beach Rotana
439,Romeoville,US,84.15,overcast clouds,41.6475,-88.0895,"Country Inn & Suites by Radisson, Romeoville, IL"
440,Ahuimanu,US,80.31,broken clouds,21.4447,-157.8378,Paradise Bay Resort
442,Bushehr,IR,77.09,clear sky,28.9684,50.8385,Yas Hotel
444,Lorengau,PG,86.16,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
449,Umm Lajj,SA,79.86,broken clouds,25.0213,37.2685,Moon light Furnished Units
451,Bubaque,GW,77.34,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
452,Cayenne,GF,82.09,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
456,Dong Hoi,VN,87.28,overcast clouds,17.4833,106.6,Nam Long Hotel
466,Cabo San Lucas,MX,80.62,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
468,Nago,JP,81.03,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
471,Port Hedland,AU,82.45,few clouds,-20.3167,118.5667,The Esplanade Hotel
477,Kieta,PG,85.28,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
481,Bilma,NE,85.95,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
483,Wlingi,ID,85.66,broken clouds,-8.0776,112.3311,SPOT ON 1847 Hotel Maya
484,Nishihara,JP,80.26,light intensity drizzle,26.1842,127.7558,Minshuku Agaihama
491,Aneho,TG,80.8,broken clouds,6.2333,1.6,Hotel La Linette
496,Lufilufi,WS,89.38,broken clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
505,The Valley,AI,81.1,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
511,Kainantu,PG,79.65,broken clouds,-6.2887,145.8655,Sylvester buku
512,Hobyo,SO,81.91,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
513,Kibala,TD,84.15,thunderstorm,9.1104,18.3463,hotel safari
514,Gohpur,IN,76.19,overcast clouds,26.8833,93.6333,Murchana Music
515,Isangel,VU,82.51,scattered clouds,-19.55,169.2667,Tanna Lodge
518,Tessalit,ML,80.02,clear sky,20.1986,1.0114,
524,Nhulunbuy,AU,79.41,shower rain,-12.2333,136.7667,East Arnhem Real Estate
530,Ndele,CF,77.5,overcast clouds,8.4109,20.6473,
532,Les Cayes,HT,75.96,clear sky,18.2,-73.75,Villa Orphee
536,Cockburn Town,TC,79.23,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
537,Luwuk,ID,82.83,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
539,Bay City,US,75.31,overcast clouds,43.5945,-83.8889,DoubleTree by Hilton Hotel Bay City - Riverfront
540,Muskegon,US,80.46,broken clouds,43.3,-86.1334,Timberline Estates
544,Nioro,GM,76.55,few clouds,13.35,-15.75,
545,Jacmel,HT,80.44,scattered clouds,18.2342,-72.5347,Historic Hotel Florita
551,Khunti,IN,82.51,overcast clouds,23.0833,85.2833,Mohan sharma house
554,Mtambile,TZ,79.68,clear sky,-5.3833,39.7,
555,Dingle,PH,88.86,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
558,La Asuncion,VE,77.81,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
559,Cabedelo,BR,75.87,broken clouds,-6.9811,-34.8339,Hotel Pigalle
560,Waunakee,US,78.58,scattered clouds,43.1919,-89.4557,Hometown Inn & Suites
563,Bam,IR,81.21,clear sky,29.106,58.357,Bam Tourist Hotel
564,Chumphon,TH,83.75,overcast clouds,10.3333,98.8333,สกาน จ๋า.
570,Kashi,CN,83.41,few clouds,39.4547,75.9797,帕米尔青年旅舍
571,Meulaboh,ID,83.75,overcast clouds,4.1363,96.1285,Kost Pria
573,Pecos,US,81.43,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos Northeast
577,Agadez,NE,84.04,broken clouds,19.75,10.25,
579,Bail Hongal,IN,78.04,overcast clouds,15.8167,74.8667,Sangam residency (Lodge)
580,Kathu,TH,86.76,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
591,Honiara,SB,84.87,moderate rain,-9.4333,159.95,Heritage Park Hotel
592,Hutchinson,US,82.35,clear sky,38.0608,-97.9298,Hampton Inn Hutchinson
594,Amahai,ID,83.77,broken clouds,-3.3333,128.9167,HOTEL ISABELA
596,Rahuri,IN,89.69,broken clouds,19.3833,74.65,P.W.D RESTHOUSE
599,George Town,MY,85.93,few clouds,5.4112,100.3354,Cititel Penang
602,Bentiu,SS,82.2,overcast clouds,9.2333,29.8333,Mandela hôtel
608,Blue Springs,US,79.75,clear sky,39.0169,-94.2816,Courtyard by Marriott Kansas City East/Blue Springs
609,Marzuq,YE,78.42,clear sky,14.4,46.4667,
614,Uribia,CO,81.55,overcast clouds,11.7139,-72.266,Hotel Uribia
615,Lamar,US,78.71,clear sky,33.6668,-95.5836,Kings Inn Paris TX
616,Ojinaga,MX,86.95,clear sky,29.5667,-104.4167,Suites Las Palmas
618,Padang,ID,84.25,overcast clouds,-0.9492,100.3543,Mercure Padang
625,Palauig,PH,86.2,scattered clouds,15.435,119.9045,Alperi Botique Resort
627,Bafata,GW,77.97,broken clouds,12.1667,-14.75,
628,Hua Hin,TH,86.02,few clouds,12.5707,99.9588,"InterContinental Hua Hin Resort, an IHG Hotel"
631,Acajutla,SV,82.18,scattered clouds,13.5928,-89.8275,Laureles
635,Piedras Negras,MX,87.28,light rain,28.7,-100.5167,"Holiday Inn Express & Suites Eagle Pass, an IHG Hotel"
638,Sassandra,CI,78.21,overcast clouds,4.95,-6.0833,la terrasse
641,Sibolga,ID,86.07,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
643,Kupang,ID,85.98,clear sky,-10.1667,123.5833,Hotel On The Rock by Prasanthi
649,Magburaka,SL,75.58,broken clouds,8.7167,-11.95,PROF LAKOH
652,Maceio,BR,76.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
653,Beruwala,LK,84.31,overcast clouds,6.4788,79.9828,The Palms Hotel
661,Kampot,KH,87.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
664,Miri,MY,87.94,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
670,Mirabad,AF,78.12,clear sky,30.4362,61.8383,
672,Kloulklubed,PW,79.3,heavy intensity rain,7.0419,134.2556,Storyboard Beach Resort
674,Siocon,PH,80.62,overcast clouds,7.7061,122.1353,ABS Hotel
676,Machilipatnam,IN,82.83,heavy intensity rain,16.1667,81.1333,R&B Bungalow
680,Quang Ngai,VN,89.26,overcast clouds,15.1167,108.8,Central Hotel
684,Alad,PH,83.46,overcast clouds,12.6168,122.2475,Sunset Cove Beach & Dive Resort
685,Marang,MY,84.11,broken clouds,5.2056,103.2059,DBarakah Homestay
690,Port-Gentil,GA,80.15,moderate rain,-0.7193,8.7815,Fengshui Residence
